,children,days_employed,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,total_income_category,purpose_category
6510,0,1203.369528770489,42,1,4,m,сотрудник,0,145017,жилье,C,операции с недвижимостью
6511,0,457.4765817807712,64,1,0,m,сотрудник,0,158983,свой автомобиль,C,операции с автомобилем
6512,0,3175.9417242938207,54,1,4,f,сотрудник,0,146857,сделка с автомобилем,C,операции с автомобилем
6513,0,2979.677410755023,45,0,4,f,сотрудник,0,475841,покупка жилья для сдачи,B,операции с недвижимостью
6514,0,9838.162642913308,60,1,0,f,сотрудник,0,126500,покупка жилья,C,операции с недвижимостью
6515,0,5676.308111608232,52,0,3,f,сотрудник,0,105557,операции с коммерческой недвижимостью,C,операции с недвижимостью
6516,0,10093.85847887834,72,0,4,f,компаньон,0,264196,ремонт жилью,B,операции с недвижимостью
6517,2,1744.1363080104718,39,1,0,f,сотрудник,0,149847,покупка жилой недвижимости,C,операции с недвижимостью
6518,1,1829.712532246568,25,1,0,f,компаньон,1,91838,операции со своей недвижимостью,C,операции с недвижимостью
6519,1,2793.246657004593,42,1,0,f,сотрудник,0,180645,операции со своей недвижимостью,C,операции с недвижимостью
6520,0,2271.0033744946068,58,1,0,m,сотрудник,0,331863,операции с недвижимостью,B,операции с недвижимостью
6521,0,131.21261173741414,57,1,0,f,сотрудник,0,122846,операции с коммерческой недвижимостью,C,операции с недвижимостью
6522,0,387.8625744885632,34,0,3,f,компаньон,0,126070,покупка своего жилья,C,операции с недвижимостью
6523,0,341341.4541594902,41,1,0,m,пенсионер,0,252057,недвижимость,B,операции с недвижимостью
6524,2,1182.9494926434213,32,1,0,f,сотрудник,0,75034,жилье,C,операции с недвижимостью
6525,0,653.8363502753127,48,1,0,f,сотрудник,0,146000,профильное образование,C,операции с недвижимостью
6526,1,1203.369528770489,33,1,0,m,сотрудник,1,145017,покупка недвижимости,C,операции с недвижимостью
6527,0,383534.18507715967,66,1,0,m,пенсионер,0,108926,операции с недвижимостью,C,операции с недвижимостью
6528,1,1849.1756843872167,41,1,0,f,сотрудник,0,140508,строительство жилой недвижимости,C,операции с недвижимостью
6529,0,1203.369528770489,48,0,4,f,пенсионер,0,145017,покупка недвижимости,C,операции с недвижимостью
6530,0,334483.49305407715,52,3,4,f,пенсионер,0,68110,получение образования,C,операции с недвижимостью
6531,0,3197.266132028025,55,0,3,f,компаньон,0,408135,заняться высшим образованием,B,операции с недвижимостью
6532,0,648.8109887944189,36,1,3,f,сотрудник,0,124197,на покупку подержанного автомобиля,C,операции с автомобилем
6533,0,1203.369528770489,49,0,0,f,компаньон,0,145017,покупка коммерческой недвижимости,C,операции с недвижимостью
6534,0,2502.559852912973,42,0,0,f,компаньон,0,242327,ремонт жилью,B,операции с недвижимостью
6535,2,120.49655494476782,35,1,1,m,компаньон,0,155452,сыграть свадьбу,C,операции с недвижимостью
6536,1,373750.0250848357,55,1,0,f,пенсионер,0,99946,покупка жилья для сдачи,C,операции с недвижимостью
6537,0,1203.369528770489,71,1,1,f,пенсионер,0,145017,на проведение свадьбы,C,операции с недвижимостью
6538,0,602.9099386050323,44,1,4,f,компаньон,0,96541,покупка коммерческой недвижимости,C,операции с недвижимостью
6539,0,11778.141032451796,53,1,0,f,сотрудник,0,52003,жилье,C,операции с недвижимостью
6540,0,338780.2479756434,62,0,0,f,пенсионер,0,568411,получение дополнительного образования,B,операции с недвижимостью
6541,0,1203.369528770489,29,0,0,f,госслужащий,0,145017,операции с недвижимостью,C,операции с недвижимостью
